n,psi_mean,psi_sd,psi_median,psi_q25,psi_q75,kessler_mean,wemwbs_mean,age23_depression_case_rate
7297,-1.2747526784066192,0.8557813948590198,-1.1986730712310325,-1.7963323310731891,-0.6336866536493176,7.697958064958202,22.24151020967521,0.21148873291466552
