conf_low,conf_high,std_estimate,p_value,trajectory_spec,model,term,estimate,std_error,df,statistic,Pr(>|t|)
47.930972708740896,48.25549795340544,,0,random_intercept_plus_slope_correlated,abcd_trajectory,(Intercept),48.09323533107317,0.08278705221034117,11733.353058822895,580.9270175350645,0
-0.15330431352206528,-0.07255170045669632,-0.1129280069893808,4.2240850011004393e-8,random_intercept_plus_slope_correlated,abcd_trajectory,wave_year,-0.1129280069893808,0.02060015639422678,10632.36153499541,-5.481900468533773,4.30393241656577e-8
