accumulated_actions,tau,gamma,delta_c,gamma_times_coupling,fixed_point_count,stable_fixed_point_count
457,5.7125,18.0,-0.05000000000000002,1.096622231011979,3,2
458,5.725,18.0,-0.05000000000000002,1.0954193800957999,3,2
459,5.7375,18.0,-0.05000000000000002,1.0942183781230026,3,2
460,5.75,18.0,-0.05000000000000002,1.0930192270015364,3,2
461,5.7625,18.0,-0.05000000000000002,1.0918219285503954,3,2
462,5.775,18.0,-0.05000000000000002,1.0906264845010054,3,2
463,5.7875,18.0,-0.05000000000000002,1.0894328964985873,3,2
464,5.8,18.0,-0.05000000000000002,1.0882411661035105,3,2
465,5.8125,18.0,-0.05000000000000002,1.0870512947926119,3,2
466,5.825,18.0,-0.05000000000000002,1.08586328396051,3,2
467,5.8375,18.0,-0.05000000000000002,1.0846771349208864,3,2
468,5.85,18.0,-0.05000000000000002,1.083492848907762,3,2
469,5.8625,18.0,-0.05000000000000002,1.08231042707674,3,2
470,5.875,18.0,-0.05000000000000002,1.081129870506246,3,2
471,5.8875,18.0,-0.05000000000000002,1.0799511801987376,3,2
472,5.9,18.0,-0.05000000000000002,1.0787743570819008,3,2
473,5.9125,18.0,-0.05000000000000002,1.0775994020098354,3,2
474,5.925,18.0,-0.05000000000000002,1.076426315764207,3,2
475,5.9375,18.0,-0.05000000000000002,1.075255099055402,3,2
476,5.95,18.0,-0.05000000000000002,1.0740857525236511,3,2
477,5.9625,18.0,-0.05000000000000002,1.0729182767401415,3,2
478,5.975,18.0,-0.05000000000000002,1.071752672208114,3,2
479,5.9875,18.0,-0.05000000000000002,1.0705889393639436,3,2
480,6.0,18.0,-0.05000000000000002,1.0694270785782007,3,2
481,6.0125,18.0,-0.05000000000000002,1.068267090156705,3,2
482,6.025,18.0,-0.05000000000000002,1.0671089743415543,3,2
483,6.0375,18.0,-0.05000000000000002,1.0659527313121455,3,2
484,6.05,18.0,-0.05000000000000002,1.0647983611861784,3,2
485,6.0625,18.0,-0.05000000000000002,1.0636458640206472,3,2
486,6.075,18.0,-0.05000000000000002,1.0624952398128102,3,2
487,6.0875,18.0,-0.05000000000000002,1.0613464885011545,3,2
488,6.1,18.0,-0.05000000000000002,1.060199609966345,3,2
489,6.1125,18.0,-0.05000000000000002,1.059054604032153,3,2
490,6.125,18.0,-0.05000000000000002,1.0579114704663775,3,2
491,6.1375,18.0,-0.05000000000000002,1.056770208981756,3,2
492,6.15,18.0,-0.05000000000000002,1.0556308192368522,3,2
493,6.1625,18.0,-0.05000000000000002,1.0544933008369406,3,2
494,6.175,18.0,-0.05000000000000002,1.0533576533348712,3,2
495,6.1875,18.0,-0.05000000000000002,1.0522238762319283,3,2
496,6.2,18.0,-0.05000000000000002,1.0510919689786729,3,2
497,6.2125,18.0,-0.05000000000000002,1.0499619309757706,3,2
498,6.225,18.0,-0.05000000000000002,1.0488337615748147,3,2
499,6.2375,18.0,-0.05000000000000002,1.0477074600791314,3,2
500,6.25,18.0,-0.05000000000000002,1.0465830257445743,3,2
501,6.2625,18.0,-0.05000000000000002,1.0454604577803113,3,2
502,6.275,18.0,-0.05000000000000002,1.044339755349597,3,2
503,6.2875,18.0,-0.05000000000000002,1.0432209175705303,3,2
504,6.3,18.0,-0.05000000000000002,1.0421039435168122,3,2
505,6.3125,18.0,-0.05000000000000002,1.0409888322184813,3,2
506,6.325,18.0,-0.05000000000000002,1.0398755826626433,3,2
507,6.3375,18.0,-0.05000000000000002,1.038764193794191,3,2
508,6.35,18.0,-0.05000000000000002,1.0376546645165132,3,2
509,6.3625,18.0,-0.05000000000000002,1.0365469936921938,3,2
510,6.375,18.0,-0.05000000000000002,1.0354411801436993,3,2
511,6.3875,18.0,-0.05000000000000002,1.0343372226540573,3,2
512,6.4,18.0,-0.05000000000000002,1.0332351199675258,3,2
513,6.4125,18.0,-0.05000000000000002,1.0321348707902525,3,2
514,6.425,18.0,-0.05000000000000002,1.031036473790924,3,2
515,6.4375,18.0,-0.05000000000000002,1.0299399276014096,3,2
516,6.45,18.0,-0.05000000000000002,1.0288452308173874,3,2
517,6.4625,18.0,-0.05000000000000002,1.0277523819989716,3,2
518,6.475,18.0,-0.05000000000000002,1.026661379671324,3,2
519,6.4875,18.0,-0.05000000000000002,1.0255722223252568,3,2
520,6.5,18.0,-0.05000000000000002,1.024484908417833,3,2
521,6.5125,18.0,-0.05000000000000002,1.0233994363729504,3,2
522,6.525,18.0,-0.05000000000000002,1.0223158045819227,3,2
523,6.5375,18.0,-0.05000000000000002,1.021234011404049,3,2
524,6.55,18.0,-0.05000000000000002,1.0201540551671784,3,2
525,6.5625,18.0,-0.05000000000000002,1.019075934168261,3,2
526,6.575,18.0,-0.05000000000000002,1.0179996466739007,3,2
527,6.5875,18.0,-0.05000000000000002,1.0169251909208887,3,2
528,6.6,18.0,-0.05000000000000002,1.0158525651167367,3,2
529,6.6125,18.0,-0.05000000000000002,1.0147817674402022,3,2
530,6.625,18.0,-0.05000000000000002,1.0137127960418022,3,2
531,6.6375,18.0,-0.05000000000000002,1.0126456490443227,3,2
532,6.65,18.0,-0.05000000000000002,1.0115803245433215,3,2
533,6.6625,18.0,-0.05000000000000002,1.0105168206076218,3,2
534,6.675,18.0,-0.05000000000000002,1.009455135279799,3,2
535,6.6875,18.0,-0.05000000000000002,1.0083952665766627,3,2
536,6.7,18.0,-0.05000000000000002,1.0073372124897289,3,2
537,6.7125,18.0,-0.05000000000000002,1.0062809709856881,3,2
538,6.725,18.0,-0.05000000000000002,1.005226540006862,3,2
539,6.7375,18.0,-0.05000000000000002,1.0041739174716635,3,2
540,6.75,18.0,-0.05000000000000002,1.003123101275037,3,2
541,6.7625,18.0,-0.05000000000000002,1.0020740892889037,3,2
542,6.775,18.0,-0.05000000000000002,1.0010268793625945,3,2
543,6.7875,18.0,-0.05000000000000002,0.999981469323278,3,2
544,6.8,18.0,-0.05000000000000002,0.9989378569763833,3,2
545,6.8125,18.0,-0.05000000000000002,0.9978960401060148,3,2
546,6.825,18.0,-0.05000000000000002,0.9968560164753656,3,2
547,6.8375,18.0,-0.05000000000000002,0.9958177838271176,3,2
548,6.85,18.0,-0.05000000000000002,0.994781339883843,3,2
549,6.8625,18.0,-0.05000000000000002,0.9937466823483971,3,2
550,6.875,18.0,-0.05000000000000002,0.9927138089043028,3,2
